0	0	0
3.03E-06	1.46E-11	5.70E-12
6.07E-06	5.58E-11	2.24E-11
2.12E-05	6.56E-10	2.70E-10
9.70E-05	1.35E-08	5.62E-09
0.000476151	3.24E-07	1.35E-07
0.002371657	8.04E-06	3.35E-06
0.011849185	0.000200508	8.35E-05
0.05032855	0.003605674	0.001500019
0.141936415	0.028446916	0.011790789
0.312960401	0.135961566	0.055916094
0.598462745	0.478947772	0.194071481
1.02420153	1.296388621	0.511795935
1.613941532	2.751267612	1.03798517
2.324086488	4.335332043	1.521303463
2.61522942	4.73465267	1.602633694
2.906372352	4.899302832	1.597938164
3.170465699	4.821396676	1.542026299
3.413095663	4.713259183	1.447948514
4.253437232	3.968153122	0.795229794
5.091193188	1.941233493	-0.301286741
6.063785288	-2.594818794	-1.874939682
7.063785288	-8.866314235	-3.29110624
7.628900089	-12.18081041	-3.716727766
8.194014891	-14.57272186	-3.728043563
8.706486767	-15.51983785	-3.428770042
8.859985401	-15.53629388	-3.281508722
9.013484034	-15.49375783	-3.108073526
9.696142233	-14.62144987	-2.038104499
10.69614223	-10.98395452	0.181489008
11.69614223	-4.593177718	2.528680051
12.69614223	3.734772494	4.134126547
13.69614223	12.20396549	4.389122493
14.52244278	17.16387917	3.761127699
14.90201951	18.29033964	3.266185314
15.28159624	18.54671782	2.669109415
15.62491641	18.33107821	2.059130625
16.62491641	15.14191928	0.069004297
17.62491641	7.762458275	-1.98916874
18.62491641	-2.852139084	-3.862598911
19.62491641	-13.63111562	-5.047928424
20.62491641	-19.85203333	-4.71117349
21.49568838	-18.79545745	-2.917357885
22.21233634	-14.51813095	-0.412557196
23.21233634	-5.151527013	3.892744687
24.21233634	5.882478426	7.395500113
25.21233634	16.17079678	8.085959324
26.07928139	20.96978917	5.965219393
26.44259696	20.85769706	4.411688726
26.80591254	19.54732413	2.568124472
27.80591254	9.436412919	-3.112628209
28.80591254	-7.010803764	-7.703385345
29.517315	-17.70309942	-9.103593654
30.06751931	-23.16465896	-8.884877819
30.61772363	-25.45390887	-7.664378669
31.37569814	-24.28139143	-4.63290138
